PrecOrSplit	SourceName	vip_id	datetime	ElectionDate	StateID	StateName	LocalityID	LocalityName	LocalityType	PrecinctID	PrecName	BSurl	PLlocation_name	PLline1	PLline2	PLcity	PLstate	PLzip	PLdirections	SplitID	SplitName
Precinct: 31-03	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9570	31-03	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/069EN.pdf	31-03  Salt Lake Elem Sch	1131 Ala Lilikoi St		Honolulu	HI	96818			
Precinct: 32-01	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9571	32-01	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/070EN.pdf	32-01  Moanalua Elem Sch	1337 Mahiole St		Honolulu	HI	96819			
Precinct: 32-02	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9572	32-02	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/070EN.pdf	32-02  Aiea Elem Sch	99-370 Moanalua Rd		Aiea	HI	96701			
Precinct: 32-03	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9573	32-03	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/071EN.pdf	32-03  Aliamanu Middle Sch	3271 Salt Lake Blvd		Honolulu	HI	96818			
Precinct: 32-04	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9574	32-04	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/071EN.pdf	32-04  Makalapa Elem Sch	4435 Salt Lake Blvd		Honolulu	HI	96818			
Precinct: 32-05	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9575	32-05	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/071EN.pdf	32-05  Radford High School	4361 Salt Lake Blvd		Honolulu	HI	96818			
Precinct: 33-01	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9576	33-01	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/072EN.pdf	33-01  Aiea High Sch	98-1276 Ulune St		Aiea	HI	96701			
Precinct: 33-02	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9577	33-02	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/073EN.pdf	33-02  Halawa District Park	99-795 Iwaiwa St		Honolulu	HI	96813			
Precinct: 33-03	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9578	33-03	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/072EN.pdf	33-03  Pearlridge Elem Sch	98-940 Moanalua Rd		Aiea	HI	96701			
Precinct: 34-01	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9579	34-01	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/074EN.pdf	34-01  Calvary Chapel of Honolulu	98-1016 Komo Mai Dr		Aiea	HI	96701			
Precinct: 34-02	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9580	34-02	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/074EN.pdf	34-02  Lehua Elem Sch	791 Lehua Ave		Pearl City 	HI	96782			
Precinct: 34-03	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9581	34-03	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/074EN.pdf	34-03  Waimalu Elem Sch	98-825 Moanalua Rd		Aiea	HI	96701			
Precinct: 34-04	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9582	34-04	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/074EN.pdf	34-04  Highlands Inter Sch	1460 Hoolaulea St		Pearl City 	HI	96782			
Precinct: 35-01	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9583	35-01	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/075EN.pdf	35-01  Crestview Community Park	94-1220 Lumikula St		Honolulu	HI	96813			
Precinct: 35-02	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9584	35-02	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/076EN.pdf	35-02  Waipahu High Sch	94-1211 Farrington Hwy		Waipahu	HI	96797			
Precinct: 35-03	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9585	35-03	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/076EN.pdf	35-03  August Ahrens Elem Sch	94-1170 Waipahu St		Waipahu	HI	96797			
Precinct: 35-04	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9586	35-04	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/076EN.pdf	35-04  Waipahu Elem Sch	94-465 Waipahu St		Waipahu	HI	96797			
Precinct: 36-01	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9587	36-01	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/077EN.pdf	36-01  Palisades Elem Sch	2306 Auhuhu St		Pearl City 	HI	96782			
Precinct: 36-02	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9588	36-02	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/077EN.pdf	36-02  Pearl City Highlands Elem Sch	1419 Waimano Home Rd		Pearl City 	HI	96782			
Precinct: 36-03	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9589	36-03	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/077EN.pdf	36-03  Manana Elem Sch	1147 Kumano St		Pearl City 	HI	96782			
Precinct: 36-04	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9590	36-04	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/078EN.pdf	36-04  Leeward Community College	96-045 Ala Ike St		Pearl City 	HI	96782			
Precinct: 37-01	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9591	37-01	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/079EN.pdf	37-01  Kanoelani Elem Sch	94-1091 Oli Loop		Waipahu	HI	96797			
Precinct: 37-02	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9592	37-02	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/080EN.pdf	37-02  Mililani High Sch	95-1200 Meheula Pkwy		Mililani	HI	96789			
Precinct: 37-03	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9593	37-03	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/080EN.pdf	37-03  Mililani Uka Elem Sch	94-380 Kuahelani Ave		Mililani	HI	96789			
Precinct: 37-04	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9594	37-04	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/080EN.pdf	37-04  Mililani Dist Park	94-200 Lanikuhana Ave		Honolulu	HI	96813			
Precinct: 38-01	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9595	38-01	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/081EN.pdf	38-01  Mililani Mauka Elem Sch	95-1111 Makaikai St		Mililani	HI	96789			
Precinct: 38-02	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9596	38-02	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/082EN.pdf	38-02  Mililani Middle Sch	95-1140 Lehiwa Dr		Mililani	HI	96789			
Precinct: 38-03	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9597	38-03	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/083EN.pdf	38-03  Mililani Waena Elem Sch	95-502 Kipapa Dr		Mililani	HI	96789			
Precinct: 38-04	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9598	38-04	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/083EN.pdf	38-04  Mililani High Sch	95-1200 Meheula Pkwy		Mililani	HI	96789			
Precinct: 39-01	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9599	39-01	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/084EN.pdf	39-01  Helemano Elem Sch	1001 Ihi Ihi Ave		Wahiawa	HI	96786			
Precinct: 39-02	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9600	39-02	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/084EN.pdf	39-02  Wahiawa Middle Sch	275 Rose St		Wahiawa	HI	96786			
Precinct: 39-03	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9601	39-03	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/084EN.pdf	39-03  Leilehua High Sch	1515 California Ave		Wahiawa	HI	96786			
Precinct: 39-04	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9602	39-04	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/085EN.pdf	39-04  Kipapa Elem Sch	95-075 Waikalani Dr		Mililani	HI	96789			
Precinct: 40-01	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9603	40-01	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/086EN.pdf	40-01  Hoaeae Community Park	94-665 Kaaholo St		Waipahu	HI	96797			
Precinct: 40-02	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9604	40-02	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/086EN.pdf	40-02  Kapolei Elem Sch	91-1119 Kamaaha Lp		Kapolei	HI	96707			
Precinct: 40-03	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9605	40-03	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/086EN.pdf	40-03  Kapolei High School	91-5007 Kapolei Hwy		Kapolei	HI	96707			
Precinct: 40-04	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9606	40-04	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/086EN.pdf	40-04  Makakilo Elem Sch	92-675 Anipeahi St		Kapolei	HI	96707			
Precinct: 40-05	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9607	40-05	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/086EN.pdf	40-05  Mauka Lani Elem Sch	92-1300 Panana St		Kapolei	HI	96707			
Precinct: 41-01	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9608	41-01	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/087EN.pdf	41-01  Waikele Elem Sch	94-1035 Kukula St		Waipahu	HI	96797			
Precinct: 41-02	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9609	41-02	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/088EN.pdf	41-02  Kaleiopuu Elem Sch	94-665 Kaaholo St		Waipahu	HI	96797			
Precinct: 41-03	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9610	41-03	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/089EN.pdf	41-03  Honowai Elem Sch	94-600 Honowai St		Waipahu	HI	96797			
Precinct: 41-04	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9611	41-04	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/087EN.pdf	41-04  Waipahu Elem Sch	94-465 Waipahu St		Waipahu	HI	96797			
Precinct: 42-01	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9612	42-01	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/090EN.pdf	42-01  Waipahu Field	94-230 Paiwa St		Honolulu	HI	96813			
Precinct: 42-02	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9613	42-02	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/091EN.pdf	42-02  Waipahu Inter Sch	94-455 Farrington Hwy		Waipahu	HI	96797			
Precinct: 42-03	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9614	42-03	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/091EN.pdf	42-03  Ilima Inter Sch	91-884 Ft Weaver Rd		Ewa Beach	HI	96706			
Precinct: 42-04	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9615	42-04	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/091EN.pdf	42-04  Ewa Elem Sch	91-1280 Renton Rd		Ewa Beach	HI	96706			
Precinct: 43-01	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9616	43-01	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/092EN.pdf	43-01  Ewa Beach Elem Sch	91-740 Papipi Rd		Ewa Beach	HI	96706			
Precinct: 43-02	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9617	43-02	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/092EN.pdf	43-02  Holomua Elem Sch	91-1561 Keaunui Dr		Ewa Beach	HI	96706			
Precinct: 43-03	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9618	43-03	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/092EN.pdf	43-03  Campbell High Sch	91-980 North Rd		Ewa Beach	HI	967062746			
Precinct: 43-04	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9619	43-04	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/092EN.pdf	43-04  Pohakea Elem Sch	91-750 Ft Weaver Rd		Ewa Beach	HI	96706			
Precinct: 44-01	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9620	44-01	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/093EN.pdf	44-01  Kamokila Park	91-015 Farrington Hwy		Honolulu	HI	96813			
Precinct: 44-02	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9621	44-02	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/094EN.pdf	44-02  Maili Elem Sch	87-360 Kulaaupuni St		Waianae	HI	96792			
Precinct: 44-03	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9622	44-03	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/094EN.pdf	44-03  Nanaikapono Elem Sch	89-153 Mano Ave		Waianae	HI	96792			
Precinct: 45-01	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9623	45-01	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/095EN.pdf	45-01  Makaha Elem Sch	84-760 Lahaina St		Waianae	HI	96792			
Precinct: 45-02	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9624	45-02	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/095EN.pdf	45-02  Waianae Inter Sch	85-626 Farrington Hwy		Waianae	HI	96792			
Precinct: 46-01	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9625	46-01	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/096EN.pdf	46-01  Kahuku High/Inter Sch	56-490 Kamehameha Hwy		Kahuku	HI	96731			
Precinct: 46-02	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9626	46-02	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/097EN.pdf	46-02  National Guard Armory	77-230 Kamehameha Hwy		Honolulu	HI	96816			
Precinct: 46-03	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9627	46-03	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/097EN.pdf	46-03  Waialua Elem Sch	67-020 Waialua Beach Rd		Waialua	HI	96791			
Precinct: 46-04	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9628	46-04	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/097EN.pdf	46-04  Sunset Beach Elem Sch	59-360 Kamehameha Hwy		Haleiwa	HI	96712			
Precinct: 47-01	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9629	47-01	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/098EN.pdf	47-01  Hauula Elem Sch	54-046 Kamehameha Hwy		Hauula	HI	96717			
Precinct: 47-02	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9630	47-02	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/098EN.pdf	47-02  Kahaluu Elem Sch	47-280 Waihee Rd		Kaneohe	HI	96744			
Precinct: 47-03	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9631	47-03	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/098EN.pdf	47-03  Ahuimanu Elem Sch	47-470 Hui Aeko Pl		Kaneohe	HI	96744			
Precinct: 47-04	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9632	47-04	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/099EN.pdf	47-04  King Inter Sch	46-155 Kamehameha Hwy		Kaneohe	HI	96744			
Precinct: 48-01	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9633	48-01	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/100EN.pdf	48-01  Heeia Elem Sch	46-202 Haiku Rd		Kaneohe	HI	96744			
Precinct: 48-02	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9634	48-02	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/101EN.pdf	48-02  Kapunahala Elem Sch	45-828 Anoi Rd		Kaneohe	HI	96744			
Precinct: 48-03	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9635	48-03	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/101EN.pdf	48-03  Castle High Sch	45-386 Kaneohe Bay Dr		Kaneohe	HI	96744			
Precinct: 48-04	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9636	48-04	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/101EN.pdf	48-04  Kaneohe Elem Sch	45-495 Kamehameha Hwy		Kaneohe	HI	96744			
Precinct: 49-01	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9637	49-01	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/102EN.pdf	49-01  Enchanted Lake Elem Sch	770 Keolu Dr		Kailua	HI	96734			
Precinct: 49-02	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9638	49-02	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/102EN.pdf	49-02  Puohala Elem Sch	45-233 Kulauli St		Kaneohe	HI	96744			
Precinct: 49-03	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9639	49-03	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/102EN.pdf	49-03  Maunawili Elem Sch	1465 Ulupii St		Kailua	HI	96734			
Precinct: 49-04	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9640	49-04	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/103EN.pdf	49-04  Benjamin Parker Elem Sch	45-259 Waikalua Rd		Kaneohe	HI	96744			
Precinct: 50-01	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9641	50-01	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/104EN.pdf	50-01  Kainalu Elem Sch	165 Kaiholu St		Kailua	HI	96734			
Precinct: 50-02	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9642	50-02	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/105EN.pdf	50-02  Kalaheo High Sch	730 Iliaina St		Kailua	HI	96734			
Precinct: 50-03	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9643	50-03	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/105EN.pdf	50-03  Kailua Inter Sch	145 S Kainalu Dr		Kailua	HI	96734			
Precinct: 50-04	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9644	50-04	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/104EN.pdf	50-04  Kailua Elem Sch	315 Kuulei Rd		Kailua	HI	96734			
Precinct: 51-01	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9645	51-01	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/106EN.pdf	51-01  Lanikai Elem Sch	140 Alala Rd		Kailua	HI	96734			
Precinct: 51-02	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9646	51-02	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/106EN.pdf	51-02  Waimanalo Elem/Inter Sch	41-1330 Kalanianaole Hwy		Waimanalo	HI	96795			
Precinct: 51-03	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9647	51-03	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/106EN.pdf	51-03  Pope Elem Sch	41-133 Huli St		Waimanalo	HI	96795			
Precinct: 51-04	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9648	51-04	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/107EN.pdf	51-04  Kaelepulu Elem Sch	530 Keolu Dr		Kailua	HI	96734			
Precinct: 51-05	State of Hawaii, Office of Elections	15	2010-10-25T11:52:16	2010-11-02	15	Hawaii	2	City and County of Honolulu	county	9649	51-05	http://elections3.hawaii.gov/ppl/docs/ppl/BALLOTS/English/106EN.pdf	51-05  Keolu Elem Sch	1416 Keolu Dr		Kailua	HI	96734			

